pageid,num_positive_words,num_negative_words,num_controversial_words
1332334,0.0026309001805519734,0.0015991746195511995,0.0
415767,0.0019810585243031148,0.0009841387507828377,5.1124090949757796e-05
12232585,0.0023075719649561953,0.0016817897371714644,2.6074259491030454e-05
684813,0.0019416533178001068,0.0009222853259550507,7.2811999417504e-05
20764470,0.002770083102493075,0.00110803324099723,0.0
1553191,0.002142411309232612,0.0011302484859731102,1.686938038765836e-05
201936,0.002281449142696194,0.0008097736154631553,2.8166038798718444e-05
31150160,0.0012323126884713524,0.0009568545581071677,0.0
47374,0.00045052655290871206,0.00022526327645435603,5.631581911358901e-05
21538638,0.002279202279202279,0.0009707713411417115,0.0
12561015,0.0018295513503181235,0.0007918953605854564,2.730673657191229e-05
167884,0.002669336002669336,0.000667334000667334,0.0
33933496,0.003386004514672686,0.0002821670428893905,0.0
1673370,0.001312910284463895,0.0011184050571359104,0.0
5069516,0.0019276113109477995,0.0013424435915529319,0.00013768652221055711
275051,0.002273869647430527,0.0012925153785394575,2.393546997295292e-05
82065,0.0021661431820643342,0.000758150113722517,0.0
2047065,0.003575685339690107,0.0,0.0
765,0.0019066209682910775,0.000907914746805275,0.006128424540935607
307,0.0027674654066824167,0.0010607010269514487,3.857094643459814e-05
2731583,0.002075106270593858,0.0007671605000377292,2.5152803279925547e-05
58809,0.002369925464939576,0.002279470294522035,0.0001447282726680657
2343,0.0023368385912201635,0.000500751126690035,0.0
49392,0.005939879929569995,0.0009121958463268207,0.0
2503,0.003619552752293578,0.0012901376146788992,0.0
2162,0.0014587132065642095,0.0009116957541026309,0.0
18947965,0.001983890806650002,0.0003967781613300004,3.967781613300004e-05
1653,0.002310282715952698,0.0012921920275667633,0.00031325867334951836
894,0.004014068353849683,0.0037082345745087543,0.0
10934212,0.002217210862438174,0.000928575489397184,0.0
1921,0.002799777760831436,0.0007625853823276285,0.0
251879,0.002101884052432453,0.0008407536209729812,3.821607368059006e-05
5042706,0.002715186834655055,0.0013244813827585635,0.0003311203456896409
48370461,0.0017803540006210538,0.0004554393955077114,2.0701790704895972e-05
166702,0.0021739769088398603,0.0009107200564058874,5.875613267134757e-05
161947,0.0018138732044118077,0.0009069366022059039,5.85120388519938e-05
624,0.002444839263207447,0.0007896375260048896,4.555601111566671e-05
500309,0.002073255010366275,0.0,0.0
736,0.002980375374457419,0.000748914837684172,1.5283976279268815e-05
717,0.0020242914979757085,0.00027111046847888955,0.0
2965,0.00226292893232672,0.0015996566590585435,1.950800803729931e-05
358934,0.0020437956204379564,0.0007007299270072992,0.00029197080291970805
212472,0.0017323380263945321,0.0007559293206085231,0.0
45214,0.002394014962593516,0.0014463840399002493,4.987531172069826e-05
5297192,0.002046663937781416,0.0,0.0
55313,0.002080353660122221,0.000988167988558055,0.00028604862826680534
381552,0.002034292356873002,0.001888985759953502,0.0
1845,0.0021301725228835364,0.001486902602606825,1.0545408529126418e-05
18914017,0.002418593676262388,0.0021629699543809972,1.966336322164543e-05
1902,0.0014303877940241576,0.0009218054672600127,0.0
1950,0.0022093520143289663,0.0009273823270022821,0.00022729958995153972
863,0.0019172271967782015,0.0012103166102566299,2.1421532924896104e-05
521057,0.0026433220589489243,0.0011084898956882586,0.0001136912713526419
5315944,0.001599488163787588,0.0003198976327575176,0.0004798464491362764
1131183,0.0024848382749326145,0.0004351976639712489,0.00011230907457322552
1973,0.0022093634928984744,0.000978432403997896,1.0520778537611784e-05
172479,0.0014136273678258412,0.0002827254735651682,0.0
19346935,0.002464766479175883,0.001390381090817165,3.159957024584466e-05
4097799,0.0032932723151276678,0.001112014028484667,0.00021384885163166673
2460,0.0018823768823768823,0.0016025641025641025,0.0
12,0.0027102991367195343,0.00047322683339547425,0.0
1023,0.003189835415214711,0.0019299844529030183,0.0
1630179,0.0008483015527606683,0.0001844133810349279,0.0
22320587,0.0019131240308516422,0.0009867692369655838,0.00024165777231810218
315087,0.001816045294306164,0.002243350069437026,0.00016023929067407328
432972,0.0015967484395412977,0.00043547684714762664,0.0
1623,0.0022551669013816467,0.001122825714611959,3.806188863091387e-05
99881,0.0030768167046947383,0.0008297033810412777,6.914194842010648e-05
864,0.0026175213675213673,0.00037393162393162396,0.0
232035,0.002151731797043104,0.0010411605469563406,0.00034705351565211356
48522,0.0016176217518499398,0.0003785923249010497,3.441748408191361e-05
72671,0.0027398612790955987,0.0007898699182978304,2.46834349468072e-05
5792809,0.0025542337298810358,0.0005598320503848845,3.4989503149055284e-05
800,0.0030729308931985795,0.0006828735318219066,0.0
331538,0.001772316417557748,0.0006498493531045076,0.0
2314,0.0015864621893178213,0.0006463364474998531,0.0
52045701,0.003386482291519684,0.0004233102864399605,0.00028220685762664035
205522,0.0019040237244726023,0.0015333288400620072,0.00020219720967850643
68335,0.0018712574850299401,0.0010887316276537834,0.0
700568,0.0027219430485762143,0.0009073143495254048,0.0
4577283,0.004305818105440034,0.000945179584120983,0.0
569,0.0023805681084570693,0.00038331181407359586,0.0
283205,0.002439164370982553,0.0008178374655647383,2.869605142332415e-05
43441237,0.0013254192358669971,0.0006338961562842159,5.762692329856509e-05
2197030,0.0012704174228675136,0.0011796733212341198,0.0
8814638,0.001549608409766721,0.001005151400929765,0.0
42762068,0.001609701132156463,0.001126790792509524,0.0
1429917,0.0018706886472582718,0.0009587279317198644,2.33836080907284e-05
571440,0.0020106596878690197,0.0006383046628155619,0.0
1078,0.0017475308763180114,0.0011290227571717488,1.9635178385595633e-05
2200527,0.001961867393002038,0.0010666463495933411,1.9047256242738232e-05
37873196,0.0020959966464053656,0.0006287989939216097,0.00020959966464053657
80740,0.002220807485601765,0.0014361221740224746,2.9610766474690198e-05
2944,0.002070764390816956,0.0007765366465563587,3.9822392131095315e-05
155033,0.002930898433096607,0.00039454401983992786,0.0
140376,0.001717234792829856,0.0009458565971201881,9.183073758448429e-06
1806,0.002603159491863267,0.0009966382054562223,0.00011900157677089222
309935,0.002718622564567286,0.0011327594019030357,6.796556411418214e-05
51669,0.0017055144968732233,0.0005685048322910744,0.0
42277,0.0019490942444393487,0.0007739050676450356,0.0
274539,0.002586621751684312,0.0007820019249278152,6.015399422521656e-05
6341469,0.00166737118970457,0.0021135691137100184,0.0
24107,0.0037093436414040843,0.0010151887860684861,3.904572254109562e-05
230025,0.0016538388143247885,0.0010495515552445772,0.0
23555,0.0034602076124567475,0.0008581314878892734,0.0
150136,0.001951092611862643,0.00045525494276795007,0.0
60857,0.002496748247043521,0.001465157653953683,0.0001644564713621481
951581,0.0022167813658020116,0.0014723398623610376,0.0
52970,0.002120497256606674,0.0011397672754260874,0.0
23639,0.0013625028921051955,0.0010025964677755211,0.0
560876,0.0016570516754633607,0.0006955525551327687,4.091485618428051e-05
273444,0.0033305578684429643,0.00023789699060306887,0.00011894849530153443
416366,0.004411764705882353,0.000392156862745098,0.0
253413,0.003444794203242858,0.001425432084100493,5.939300350418721e-05
39609876,0.002424942263279446,0.0012702078521939955,0.00011547344110854503
2100405,0.0017884110960972896,0.0007948493760432398,3.974246880216199e-05
23440,0.0020097370146270163,0.00039764850022031874,7.523079733897922e-05
199823,0.0035823950870010235,0.0010235414534288639,0.0
7518210,0.0,0.0,0.0
24507,0.002396337734882414,0.0007106380868961642,4.9579401411360295e-05
771182,0.0017206151199053662,0.0008065383374556403,0.0
3727944,0.001946690625935909,0.0,0.0
2266653,0.0019242986437837787,0.0025411790702599183,0.0
2252913,0.0016879002982727925,0.0014798030012254618,0.0
22954,0.0037298995558169407,0.0011143268382523641,1.5476761642393945e-05
23221,0.0022292993630573248,0.0006369426751592356,0.0
44469,0.0017572820703977848,0.0007721390915384205,0.0
23745,0.0021177565743542006,0.0005119851058878287,2.3272050267628578e-05
24326,0.002783525921585145,0.0008973208563004743,1.8312670536744375e-05
22936,0.0027749747729566097,0.00034178574916181114,4.0688779662120374e-05
17458566,0.00199693802835652,0.0005325168075617386,6.656460094521733e-05
16367528,0.0015328019619865114,0.0009196811771919068,0.0
275297,0.001996699333754406,0.0002648682789674212,0.0
23213,0.0025550760844878493,0.000936861230978878,5.6779468544174426e-05
23996,0.005500161769463808,0.0005000147063148916,2.941262978322892e-05
15611519,0.0011021307861866275,0.0,0.0
