@RELATION wiki_binned_norev
@ATTRIBUTE num_links_in Numeric
@ATTRIBUTE org_percentage Numeric
@ATTRIBUTE num_negative_words   Numeric
@ATTRIBUTE num_images   Numeric
@ATTRIBUTE edu_percentage   Numeric
@ATTRIBUTE other_percentage     Numeric
@ATTRIBUTE num_categories   Numeric
@ATTRIBUTE num_positive_words   Numeric
@ATTRIBUTE num_words    Numeric
@ATTRIBUTE net_percentage Numeric
@ATTRIBUTE num_controversial_words  Numeric
@ATTRIBUTE gov_percentage   Numeric
@ATTRIBUTE com_percentage   Numeric
@ATTRIBUTE num_links_out    Numeric
@ATTRIBUTE num_references   Numeric
@ATTRIBUTE isControversial  {yes,no}
@DATA
170, 0,0.0009196811771919068,7, 0.058823529411764705, 0.5882352941176471,5,0.0015328019619865114,6524, 0,0.0, 0,0.35294117647058826,184,17,yes
277, 0.9473684210526315,0.00047932511024477534,17, 0, 0,10,0.0024285805585735286,31294, 0,0.0, 0,0.05263157894736842,277,19,no
567, 0,0.0008712319219376198,13, 0, 0.04,33,0.0020909566126502874,17217, 0,0.0, 0,0.96,130,25,no
53, 0.45454545454545453,0.0012430809644431936,5, 0, 0,8,0.0038465146824279953,42636, 0,2.3454357819682896e-05, 0.18181818181818182,0.36363636363636365,122,11,no
150, 0.31451612903225806,0.001643129940492051,5, 0, 0.0967741935483871,8,0.0018651745270450307,22518, 0,4.4408917310595964e-05, 0.4435483870967742,0.14516129032258066,217,124,yes
462, 0.08928571428571429,0.0009176788124156545,7, 0, 0.125,49,0.0022672064777327933,18525, 0,0.0, 0.017857142857142856,0.7678571428571429,328,56,yes
292, 0.022727272727272728,0.0005659309564233164,4, 0, 0.3181818181818182,9,0.002150537634408602,8835, 0.06818181818181818,0.0, 0,0.5909090909090909,346,44,no
838, 0.175,0.0010731828125644942,17, 0.03333333333333333, 0.45,29,0.0015684979568250299,48454, 0.008333333333333333,0.0, 0,0.3333333333333333,833,120,yes
3109, 0.327217125382263,0.001551791025475236,15, 0.0581039755351682, 0.18960244648318042,21,0.0019181861287124445,46398, 0,0.0, 0.045871559633027525,0.37920489296636084,511,327,yes
209, 0.11842105263157894,0.0006463364474998531,3, 0.19736842105263158, 0.07894736842105263,37,0.0015864621893178213,17019, 0,0.0, 0.039473684210526314,0.5657894736842105,215,76,yes
279, 0.2857142857142857,0.0006707726080858589,2, 0, 0,23,0.0028660284163668517,16399, 0,0.0, 0,0.7142857142857143,332,7,no
465, 0,0.0004851490485688103,22, 0, 0.5333333333333333,16,0.0023179343431620936,18551, 0,0.0, 0,0.4666666666666667,460,15,no
699, 0.037037037037037035,0.0010483357669699353,8, 0.015873015873015872, 0.13227513227513227,28,0.002021790407727732,26709, 0.021164021164021163,0.0, 0.005291005291005291,0.7883597883597884,432,189,no
3447, 0.15833333333333333,0.0007220690560588158,32, 0.041666666666666664, 0.13333333333333333,19,0.0015426020743074702,30468, 0,3.282132072994617e-05, 0.35833333333333334,0.30833333333333335,462,120,yes
40, 0.2857142857142857,0.0010504767548348867,7, 0.10714285714285714, 0.5357142857142857,14,0.0022625653181059095,37126, 0,2.6935301406022735e-05, 0,0.07142857142857142,169,28,no
131, 0.125,0.0011261837727156387,1, 0, 0.5,4,0.002354747888405426,19535, 0.125,5.119017148707448e-05, 0,0.25,150,8,no
2, 0.6666666666666666,0.0010084359546203821,7, 0.012345679012345678, 0.1728395061728395,5,0.0019102104140405313,103130, 0.037037037037037035,9.696499563657519e-06, 0.012345679012345678,0.09876543209876543,126,81,no
619, 0.03669724770642202,0.0004104171330497724,13, 0.01834862385321101, 0.22018348623853212,19,0.002910230579807477,26802, 0,0.0001865532422953511, 0.009174311926605505,0.7155963302752294,405,109,no
442, 0.07142857142857142,0.00125,15, 0.07142857142857142, 0.35714285714285715,13,0.002803030303030303,52800, 0,0.0, 0.07142857142857142,0.42857142857142855,156,14,no
1390, 0.20833333333333334,0.0013719131953105514,25, 0.013888888888888888, 0.027777777777777776,10,0.0025775338820986115,24054, 0.013888888888888888,0.0, 0,0.7361111111111112,316,72,yes
677, 0.06060606060606061,0.0005364352466190463,30, 0, 0.5492424242424242,35,0.0029080437053558826,35419, 0,5.6466868065162765e-05, 0.003787878787878788,0.38636363636363635,478,264,no
49, 0.25,0.00042465421014316915,2, 0, 0.625,35,0.0009099733074496481,16484, 0,0.0, 0,0.125,112,24,no
543, 0.07547169811320754,0.0008709568549747967,20, 0, 0.05660377358490566,24,0.0024277922332422456,91853, 0.07547169811320754,3.2660882061554875e-05, 0.018867924528301886,0.7735849056603774,491,53,no
1390, 0.21052631578947367,0.004293915040183697,10, 0.022556390977443608, 0.3533834586466165,22,0.0019288174512055109,43550, 0,0.0, 0.18045112781954886,0.23308270676691728,744,133,yes
58, 0.20833333333333334,0.001303969863807592,2, 0, 0,8,0.0015937409446537235,6902, 0,0.0001448855404230658, 0,0.7916666666666666,131,24,yes
10, 0,0.0012848751835535977,2, 0, 0,8,0.0020190895741556535,5448, 0,0.0, 0,1,23,1,yes
1007, 0.04672897196261682,0.001291207682685712,19, 0.028037383177570093, 0.1308411214953271,71,0.002582415365371424,49566, 0.06542056074766354,6.052536012589275e-05, 0.009345794392523364,0.719626168224299,408,107,yes
268, 0.5454545454545454,0.002638522427440633,4, 0, 0,12,0.0021499071630997754,10233, 0,0.0, 0,0.45454545454545453,133,22,yes
784, 0.35361216730038025,0.001586306842661862,16, 0.011406844106463879, 0.09505703422053231,16,0.00197798754455368,51062, 0,0.0, 0.34600760456273766,0.19391634980988592,267,263,yes
4087, 0.18729096989966554,0.0006503853533218432,72, 0.04013377926421405, 0.3745819397993311,42,0.001625963383304608,61502, 0.056856187290969896,0.0, 0.06688963210702341,0.27424749163879597,640,299,yes
85, 0.18181818181818182,0.0016588332872546309,6, 0, 0.045454545454545456,5,0.0015205971799834117,7234, 0.045454545454545456,0.0, 0.045454545454545456,0.6818181818181818,105,22,yes
1310, 0.1206896551724138,0.001439431424587288,6, 0.017241379310344827, 0.5862068965517241,5,0.0014844136566056407,22231, 0,0.0, 0.034482758620689655,0.2413793103448276,459,58,yes
219, 0.40816326530612246,0.0011127110878387224,4, 0.12244897959183673, 0.08163265306122448,10,0.003076318889907056,15278, 0.02040816326530612,0.0, 0.1836734693877551,0.1836734693877551,132,49,yes
112, 0.22727272727272727,0.0010411605469563406,7, 0.13636363636363635, 0.07575757575757576,9,0.002151731797043104,14407, 0.045454545454545456,0.00034705351565211356, 0.3333333333333333,0.18181818181818182,129,66,yes
2410, 0,0.00041334839758604537,76, 0, 0.6363636363636364,29,0.0017085067100223207,36294, 0,0.0, 0,0.36363636363636365,612,22,yes
1579, 0.20634920634920634,0.0014954868343748332,28, 0.031746031746031744, 0.21693121693121692,69,0.0029909736687496664,37446, 0.010582010582010581,0.00018693585429685415, 0.010582010582010581,0.5238095238095238,1147,189,yes
150, 0.07407407407407407,0.0015162631450232331,13, 0.09259259259259259, 0.037037037037037035,26,0.0016140865737344094,20445, 0,0.0, 0.37037037037037035,0.42592592592592593,229,54,no
271, 0.03225806451612903,0.0,3, 0, 0,7,0.0005578800557880056,3585, 0.1935483870967742,0.0, 0,0.7741935483870968,283,31,no
1, 0,0.0,3, 0, 0,9,0.004219409282700422,474, 0,0.0, 0,1,3,1,no
6, 0,0.0,0, 0, 0.14285714285714285,14,0.0017308524448290783,2311, 0,0.0, 0,0.8571428571428571,37,7,no
48, 0,8.18062827225131e-05,10, 0, 0.32857142857142857,10,0.0010634816753926702,12224, 0,0.0, 0,0.6714285714285714,165,70,no
2397, 0.028368794326241134,0.0005950397486552102,12, 0, 0.1276595744680851,47,0.002808587613652592,42014, 0.010638297872340425,0.0, 0.0035460992907801418,0.8297872340425532,715,282,no
537, 0.2911392405063291,0.0003164413905338818,7, 0, 0.05063291139240506,38,0.0027123547760047016,22121, 0,0.0, 0.012658227848101266,0.6455696202531646,345,79,yes
58, 0.6756756756756757,0.0002731022983714479,4, 0.13513513513513514, 0.05405405405405406,5,0.0008336807002917883,139142, 0,0.0, 0,0.13513513513513514,103,37,no
2, 0,0.0007658856363990394,34, 0.5, 0,6,0.0029467125332641006,77035, 0,0.0, 0,0.5,204,2,no
461, 0.009009009009009009,0.0006082416746920776,11, 0, 0.46846846846846846,58,0.003091895179684728,19729, 0.04504504504504504,0.0, 0,0.4774774774774775,550,111,no
689, 0.2807017543859649,0.0010243555598404416,19, 0.017543859649122806, 0.10526315789473684,39,0.0027597343906289543,82979, 0.017543859649122806,3.615372564142735e-05, 0.08771929824561403,0.49122807017543857,671,57,no
757, 0.032467532467532464,0.0010575296108291032,24, 0.012987012987012988, 0.08441558441558442,59,0.0013395375070501974,28368, 0,0.00017625493513818386, 0.025974025974025976,0.8441558441558441,285,154,yes
70, 0.10714285714285714,0.0005792064871126556,3, 0.07142857142857142, 0.17857142857142858,33,0.0012549473887440872,10359, 0,0.0, 0.07142857142857142,0.5714285714285714,158,28,yes
274, 0.49056603773584906,0.000233172703248873,3, 0.018867924528301886, 0.11320754716981132,14,0.002176278563656148,12866, 0,0.000932690812995492, 0.09433962264150944,0.2830188679245283,213,53,yes
314, 0.25,0.0006800077715173888,13, 0.175, 0.275,37,0.0038371867107052653,20588, 0.025,0.0, 0.025,0.25,287,40,no
64, 0.1,0.0004613002075850934,11, 0.05, 0.05,26,0.0014498006524102935,30349, 0,3.295001482750667e-05, 0,0.8,302,20,no
10, 0.2702702702702703,0.0014406997684589659,10, 0.02702702702702703, 0.4864864864864865,16,0.0035502958579881655,19435, 0,0.0, 0.08108108108108109,0.13513513513513514,63,37,no
338, 0.041666666666666664,0.00044256490952006294,58, 0, 0.5833333333333334,9,0.001868607395751377,20336, 0.16666666666666666,0.0, 0,0.20833333333333334,338,24,no
2054, 0.18548387096774194,0.0005166790454354636,43, 0.024193548387096774, 0.31451612903225806,56,0.001711499338004973,92901, 0.04032258064516129,3.2292440339716474e-05, 0.008064516129032258,0.4274193548387097,941,124,yes
344, 0.15254237288135594,0.0008647874282619519,55, 0.03389830508474576, 0.4067796610169492,40,0.002690449776814962,114479, 0,0.0, 0.01694915254237288,0.3898305084745763,418,59,no
3351, 0.4659090909090909,0.0016050703761626471,20, 0.07954545454545454, 0.09090909090909091,7,0.002675117293604412,24298, 0.022727272727272728,0.0, 0,0.3409090909090909,370,88,yes
58, 0.5555555555555556,0.0010904134484325306,4, 0.1111111111111111, 0.2777777777777778,20,0.0028169014084507044,11005, 0,0.0, 0.05555555555555555,0,62,18,no
49, 0.5,0.0010706638115631692,0, 0, 0,2,0.0012044967880085653,7472, 0,0.0, 0.25,0.25,63,4,no
781, 0.5294117647058824,0.0013410603956128166,16, 0, 0.23529411764705882,19,0.004454236313999713,20879, 0,0.0, 0,0.23529411764705882,273,17,no
935, 0.18518518518518517,0.0014464802314368371,4, 0.16666666666666666, 0.25925925925925924,10,0.0029618404738944756,14518, 0.07407407407407407,0.0, 0,0.3148148148148148,242,54,yes
1981, 0.4035476718403548,0.001211979955716117,29, 0.0066518847006651885, 0.06208425720620843,16,0.0027502622072019577,42905, 0.0022172949002217295,0.0029367206619275144, 0.43902439024390244,0.08647450110864745,361,451,yes
648, 0.22807017543859648,0.0008379807553385154,29, 0.05263157894736842, 0.3333333333333333,43,0.0020227121680584854,34607, 0.07017543859649122,0.0, 0.017543859649122806,0.2982456140350877,356,57,no
1733, 0.20754716981132076,0.0011863233861058935,42, 0.07547169811320754, 0.37735849056603776,60,0.0023444009773045038,70807, 0.03773584905660377,0.0, 0.018867924528301886,0.2830188679245283,585,53,no
5003, 0.03571428571428571,0.0010445351818440794,11, 0, 0.017857142857142856,20,0.002342291013832178,31593, 0,0.00012661032507200963, 0,0.9464285714285714,740,112,yes
6827, 0.20066889632107024,0.0006117240070031852,68, 0.020066889632107024, 0.11705685618729098,23,0.0024468960280127406,47407, 0,6.328179382791571e-05, 0.2976588628762542,0.36454849498327757,540,299,yes
129, 0.13793103448275862,0.000680781537204711,5, 0, 0.06896551724137931,19,0.0020423446116141332,14689, 0.034482758620689655,0.0, 0.034482758620689655,0.7241379310344828,130,29,no
138, 0.4489795918367347,0.0010682334089998666,3, 0, 0.04081632653061224,7,0.0018694084657497664,22467, 0,4.4509725374994435e-05, 0.3469387755102041,0.16326530612244897,113,98,yes
2091, 0.3333333333333333,0.0008054285886877555,73, 0, 0.4074074074074074,24,0.0019128928981334192,49663, 0.037037037037037035,0.0, 0.037037037037037035,0.18518518518518517,876,27,yes
48, 0.018518518518518517,0.001694143825225043,12, 0, 0.11574074074074074,29,0.0017700010114291493,39548, 0.004629629629629629,5.057145746940427e-05, 0.027777777777777776,0.8333333333333334,230,216,yes
294, 0.28448275862068967,0.0011715377975089407,5, 0.05172413793103448, 0.06896551724137931,12,0.001942286348501665,32436, 0,0.0, 0.43103448275862066,0.16379310344827586,144,116,yes
90, 1,0.0009629272989889263,0, 0, 0,5,0.0014443909484833895,16616, 0,0.0, 0,0,65,1,no
235, 0,0.0008272438990762443,29, 0, 1,14,0.0022519417252631095,21759, 0,0.0, 0,0,336,8,no
387, 0,0.0,0, 0, 1,12,0.00022875443211712226,157374, 0,6.354289781031174e-06, 0,0,868,5,no
37, 0.3,0.0007352285892522948,11, 0.1, 0,5,0.002227965421976651,44884, 0.2,0.0, 0,0.4,78,10,no
1538, 0.10153846153846154,0.0005598320503848845,25, 0.003076923076923077, 0.15692307692307692,65,0.0025542337298810358,57160, 0,3.4989503149055284e-05, 0.003076923076923077,0.7353846153846154,737,325,yes
27, 0.3333333333333333,6.280618012812461e-05,6, 0, 0.3333333333333333,5,0.00034543399070468536,31844, 0,0.0, 0,0.3333333333333333,28,9,no
40, 0.08,0.0008488964346349745,3, 0, 0,12,0.0033302860127987464,15314, 0,0.0, 0,0.92,79,25,no
225, 0,0.0013403443653984947,26, 0, 0.3010752688172043,10,0.0022682750799051447,29097, 0.06451612903225806,0.0, 0,0.6344086021505376,305,93,no
1600, 0.1509433962264151,0.0009048136083966703,22, 0.03773584905660377, 0.026415094339622643,63,0.0019905899384726746,55260, 0,5.428881650380022e-05, 0.011320754716981131,0.7735849056603774,735,265,yes
244, 0.023965141612200435,0.0008105652994200266,26, 0.002178649237472767, 0.5751633986928104,14,0.001942561665851443,71555, 0.004357298474945534,4.192579134931172e-05, 0,0.39433551198257083,317,459,no
1871, 0.4444444444444444,0.0004351976639712489,62, 0.05128205128205128, 0.029914529914529916,16,0.0024848382749326145,71232, 0.004273504273504274,0.00011230907457322552, 0.029914529914529916,0.44017094017094016,940,234,yes
2825, 0.08727272727272728,0.0007352525309654431,85, 0.01090909090909091, 0.5381818181818182,74,0.0018475576419131649,53043, 0.014545454545454545,7.541051599645571e-05, 0.007272727272727273,0.3418181818181818,797,275,yes
786, 0.1390728476821192,0.0005209302325581395,12, 0.013245033112582781, 0.026490066225165563,47,0.0022325581395348836,26875, 0,0.00026046511627906974, 0.006622516556291391,0.8145695364238411,521,151,yes
1368, 0.15789473684210525,0.0005850614314503022,17, 0.07017543859649122, 0.14035087719298245,12,0.003315348111551713,15383, 0,6.500682571670025e-05, 0.3684210526315789,0.2631578947368421,544,57,yes
1038, 0.020833333333333332,0.0005348693684427072,55, 0, 0.2708333333333333,60,0.002180621271343345,24305, 0.052083333333333336,0.0, 0.010416666666666666,0.6458333333333334,1126,96,yes
163, 0.5555555555555556,0.000683371298405467,10, 0, 0,16,0.0007403189066059225,17560, 0,0.0, 0,0.4444444444444444,153,9,no
3280, 0.16818181818181818,0.001122825714611959,50, 0.11818181818181818, 0.045454545454545456,67,0.0022551669013816467,105092, 0.00909090909090909,3.806188863091387e-05, 0.19545454545454546,0.4636363636363636,1072,220,yes
1832, 0.1078838174273859,0.0004072565716401333,39, 0, 0.4730290456431535,61,0.0020177711958533876,54020, 0.008298755186721992,0.00016660496112550906, 0.004149377593360996,0.4066390041493776,742,241,yes
20, 0.14285714285714285,0.0002483414339943946,1, 0.09523809523809523, 0.5714285714285714,25,0.001206229822258488,28187, 0,0.0, 0.047619047619047616,0.14285714285714285,77,21,no
13369, 0.17037037037037037,0.0005986828976252245,50, 0.037037037037037035, 0.37777777777777777,52,0.002225872311683527,65143, 0.014814814814814815,3.0701687057703824e-05, 0.014814814814814815,0.3851851851851852,913,135,yes
8109, 0.2608695652173913,0.0007965218545683847,17, 0.043478260869565216, 0.5217391304347826,46,0.0020576814576349937,30131, 0,0.0, 0.08695652173913043,0.08695652173913043,570,23,yes
56, 0.041666666666666664,0.0006333594128385679,7, 0, 0.875,19,0.002049103982713014,26841, 0,0.0, 0,0.08333333333333333,276,24,no
1387, 0.4153846153846154,0.0016840517783084077,17, 0.12307692307692308, 0.06923076923076923,17,0.0028905366344099534,39785, 0.007692307692307693,5.0270202337564406e-05, 0.1,0.2846153846153846,561,130,yes
1113, 0,0.0007378984651711924,5, 0, 0.11864406779661017,18,0.0021715297689323663,47432, 0.06779661016949153,0.0, 0,0.8135593220338984,270,59,yes
685, 0.05,0.0009247333135176195,49, 0, 0.75,24,0.0017834142474982661,30279, 0.025,3.302618976848641e-05, 0,0.175,370,40,no
137, 0,0.002030972328002031,4, 0, 1,9,0.0026402640264026403,19695, 0,0.0, 0,0,186,4,no
322, 0.1044776119402985,0.0005597778112687579,55, 0, 0.5970149253731343,28,0.001700863349624303,46447, 0,2.1529915818029153e-05, 0,0.29850746268656714,497,67,yes
749, 0.6386554621848739,0.0007420149077540558,18, 0.07563025210084033, 0.008403361344537815,11,0.002900603730311309,29649, 0.01680672268907563,3.372795035245708e-05, 0.01680672268907563,0.24369747899159663,371,119,yes
18, 0.46153846153846156,0.0,3, 0.07692307692307693, 0.3076923076923077,15,0.0014084507042253522,2130, 0,0.0, 0.07692307692307693,0.07692307692307693,29,13,no
246, 0.05217391304347826,0.0011397364359491868,7, 0, 0,13,0.0036329098895880327,42115, 0,2.3744509082274723e-05, 0,0.9478260869565217,291,115,no
3447, 0.2,0.0012038269023633022,45, 0.025, 0.175,35,0.0023759741494012547,94698, 0.03125,1.055988510845002e-05, 0.0125,0.55625,830,320,yes
2, 0.3333333333333333,0.0,3, 0, 0.6666666666666666,4,0.0,136434, 0,0.0, 0,0,3612,3,no
6659, 0.26153846153846155,0.0008787587532610188,84, 0.03076923076923077, 0.18461538461538463,66,0.0023525104123758526,109245, 0,9.153737013135612e-06, 0.007692307692307693,0.5153846153846153,1469,130,yes
158, 0.09174311926605505,0.0020549224733794136,5, 0.01834862385321101, 0.06422018348623854,30,0.0031446540880503146,32118, 0,3.113518899059717e-05, 0.009174311926605505,0.8165137614678899,167,109,yes
2069, 0.29545454545454547,0.0005129035741280639,63, 0.045454545454545456, 0.3181818181818182,12,0.0019886261382860023,111132, 0.022727272727272728,1.799661663607242e-05, 0.045454545454545456,0.2727272727272727,798,44,no
823, 0.2558139534883721,0.0005051525560719338,23, 0, 0.16279069767441862,18,0.0011618508789654476,19796, 0.023255813953488372,0.0, 0.3488372093023256,0.20930232558139536,630,43,no
230, 0.18518518518518517,0.0007770870337477797,8, 0, 0.14814814814814814,13,0.002997335701598579,9008, 0,0.0, 0.037037037037037035,0.6296296296296297,330,27,yes
216, 0.7333333333333333,0.00013033986118804784,10, 0, 0.1,3,0.0008906557181183269,92067, 0.03333333333333333,0.0, 0,0.13333333333333333,179,30,no
6586, 0.2,0.0006564720420142106,23, 0.04, 0.28,15,0.00334028421377819,51792, 0,1.930800123571208e-05, 0,0.48,672,25,no
180, 0.08695652173913043,0.00021188685242080728,5, 0, 0.021739130434782608,29,0.001801038245576862,9439, 0,0.0, 0.021739130434782608,0.8695652173913043,124,46,yes
479, 0.44594594594594594,0.0010951702989814916,17, 0.02702702702702703, 0.2702702702702703,12,0.002655787975030117,36524, 0.013513513513513514,0.00013689628737268645, 0,0.24324324324324326,484,74,yes
1227, 0.044444444444444446,0.00027357909855687027,18, 0.03333333333333333, 0.6333333333333333,5,0.0014020928801039602,29242, 0,0.0, 0.03333333333333333,0.25555555555555554,307,90,no
11242, 0.06474820143884892,0.0006502692342794561,39, 0.014388489208633094, 0.11510791366906475,57,0.0027037510267408963,87656, 0.007194244604316547,1.1408232180341334e-05, 0.014388489208633094,0.7841726618705036,1191,139,yes
69, 0,0.00019992003198720512,14, 0, 0.14285714285714285,21,0.0025989604158336665,5002, 0,0.0, 0.5714285714285714,0.2857142857142857,148,7,no
43854, 0.2727272727272727,0.00046902220038415153,80, 0.1388888888888889, 0.08333333333333333,35,0.0019207575825255729,89548, 0.007575757575757576,5.5835976236208513e-05, 0.08838383838383838,0.4090909090909091,1678,396,yes
152, 0.10204081632653061,0.0006494771708774437,13, 0, 0.5408163265306123,15,0.0025979086835097747,15397, 0.01020408163265306,0.0, 0.05102040816326531,0.29591836734693877,308,98,yes
304, 0,0.000656066687249151,28, 0, 0.2629310344827586,4,0.0018524235875270144,25912, 0,0.0, 0,0.7370689655172413,544,232,no
6, 0.2857142857142857,0.002940771033405321,7, 0, 0.7142857142857143,4,0.003078619675596195,21763, 0,9.189909479391628e-05, 0,0,34,7,no
498, 0.1111111111111111,4.7582794061667303e-05,2, 0, 0.3055555555555556,43,0.0017129805862200228,21016, 0.1388888888888889,0.0, 0.027777777777777776,0.4166666666666667,212,36,no
838, 0.2,0.0007607455306200076,61, 0.08571428571428572, 0,10,0.001901863826550019,21032, 0.014285714285714285,0.0, 0.5142857142857142,0.18571428571428572,572,70,yes
390, 0.3787878787878788,0.0014180565872104801,5, 0.09090909090909091, 0.15151515151515152,9,0.00229590114119792,14809, 0,0.0, 0,0.3787878787878788,188,66,yes
35, 0.5,0.0,3, 0.25, 0,7,0.0,249, 0,0.0, 0.25,0,38,4,no
856, 0.05555555555555555,0.0007532281205164993,5, 0, 0.6296296296296297,37,0.0019368723098995696,27880, 0.05555555555555555,0.0, 0.018518518518518517,0.24074074074074073,785,54,no
1266, 0.38461538461538464,0.0006552364311455717,4, 0.038461538461538464, 0.1282051282051282,18,0.002620945724582287,27471, 0.01282051282051282,3.640202395253176e-05, 0.05128205128205128,0.38461538461538464,416,78,yes
